InterventionID,StudentID,StartDate,EndDate,InterventionType,Provider,Frequency,Goals,Status,Effectiveness
8187,7733,2024-10-21,,Counseling,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
8188,7733,2024-09-28,2024-12-07,Counseling,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8189,7734,2025-01-23,2025-04-04,Counseling,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8190,7734,2025-01-18,2025-03-18,Academic Tutoring,Ms. Johnson,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8191,7734,2024-10-07,,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
8192,7735,2024-10-16,,Behavioral Support,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
8193,7737,2024-12-10,,Academic Tutoring,Mr. Garcia,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8194,7737,2024-12-13,2025-01-16,Counseling,Mrs. Brown,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8195,7739,2025-01-24,,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
8196,7739,2024-11-02,2024-12-19,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8197,7742,2024-12-04,,Special Education,Mr. Garcia,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Highly Effective
8198,7744,2024-11-19,,Academic Tutoring,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
8199,7745,2024-10-05,,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
8200,7747,2024-09-03,2024-12-05,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
8201,7747,2024-10-14,,Academic Tutoring,Mr. Garcia,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8202,7747,2025-01-19,,Academic Tutoring,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
8203,7748,2025-01-22,,Special Education,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
8204,7751,2024-10-15,,ELL Support,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8205,7751,2024-11-07,,Special Education,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8206,7752,2025-01-07,2025-04-06,Behavioral Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
8207,7752,2024-10-09,,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8208,7753,2025-01-24,,ELL Support,Mrs. Brown,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
8209,7753,2024-12-11,,Academic Tutoring,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
8210,7753,2024-09-24,,ELL Support,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
8211,7755,2024-12-24,2025-03-08,Behavioral Support,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Minimal Effect
8212,7756,2024-11-10,,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
8213,7756,2024-12-05,2025-02-01,Academic Tutoring,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
8214,7756,2025-01-06,,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
8215,7757,2024-12-16,,Behavioral Support,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
8216,7759,2025-01-11,,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8217,7761,2024-09-02,2024-12-23,Counseling,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
8218,7762,2024-11-04,,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
8219,7762,2024-10-24,,Academic Tutoring,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Highly Effective
8220,7763,2024-10-30,,Counseling,Mr. Smith,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Highly Effective
8221,7764,2024-10-30,,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
8222,7764,2024-11-05,,Academic Tutoring,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8223,7769,2024-10-14,,Academic Tutoring,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8224,7770,2024-11-25,2025-01-03,ELL Support,Mr. Smith,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
8225,7770,2025-01-09,,Academic Tutoring,Mrs. Brown,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
8226,7773,2024-10-14,,Behavioral Support,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
8227,7773,2024-12-12,,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8228,7775,2024-09-29,,Academic Tutoring,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8229,7775,2024-10-23,2024-12-15,Counseling,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8230,7776,2024-11-03,,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
8231,7777,2024-11-09,2025-01-13,Counseling,Mrs. Brown,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
8232,7778,2024-09-13,,ELL Support,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
8233,7778,2024-09-26,2024-11-18,ELL Support,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
8234,7779,2025-01-19,,Behavioral Support,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
8235,7779,2024-09-26,,Behavioral Support,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
8236,7780,2024-10-22,,Counseling,Mr. Smith,3x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
8237,7780,2024-11-01,,Academic Tutoring,Dr. Williams,Daily,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
8238,7781,2025-01-29,2025-05-12,Academic Tutoring,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8239,7782,2024-11-18,2025-01-11,Counseling,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
8240,7782,2024-09-01,2024-11-02,Academic Tutoring,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
8241,7783,2025-01-09,,Academic Tutoring,Mrs. Brown,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
8242,7783,2025-01-21,2025-03-21,Counseling,Ms. Johnson,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
8243,7783,2025-01-11,,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
8244,7785,2024-11-07,2025-02-02,Academic Tutoring,Mrs. Brown,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8245,7785,2024-12-28,,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Minimal Effect
8246,7786,2025-01-07,,Special Education,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
8247,7786,2024-11-27,2025-02-01,Counseling,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8248,7787,2024-11-12,,Academic Tutoring,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8249,7787,2024-09-12,2024-12-12,Behavioral Support,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8250,7788,2024-12-12,,Counseling,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8251,7788,2024-11-20,,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Minimal Effect
8252,7789,2024-11-17,,Counseling,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8253,7792,2024-11-30,,Academic Tutoring,Mr. Smith,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
8254,7792,2024-10-25,,Academic Tutoring,Mrs. Brown,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
8255,7792,2024-11-26,2025-02-17,Academic Tutoring,Mr. Garcia,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
8256,7793,2024-09-30,,Counseling,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8257,7793,2024-09-08,,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Minimal Effect
8258,7794,2024-10-22,2025-01-30,ELL Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
8259,7794,2024-11-06,,Behavioral Support,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8260,7796,2024-09-05,,Counseling,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
8261,7796,2024-11-25,,Behavioral Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
8262,7797,2025-01-06,,Academic Tutoring,Dr. Williams,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
8263,7797,2024-10-27,,Academic Tutoring,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
